Input Text Index,Tempo di inferenza,Uso CPU prima,Uso CPU dopo,Uso memoria prima,Uso memoria dopo,Score
1,9.124462127685547,1.6,12.5,2618032128,2235072512,5.912862777709961
3,83.72095012664795,7.5,5.0,2327445504,2085519360,6.978744029998779
4,88.29321599006653,5.1,18.0,2128216064,2340847616,7.19033670425415
6,17.43813920021057,16.6,24.1,2299625472,2423799808,3.5638744831085205
