Input Text Index,Input Tokens,Tempo di inferenza,Uso CPU prima,Uso CPU dopo,Uso memoria prima,Uso memoria dopo,Perplexity,Bleu,Hallucination
0,1,37.58166813850403,81.7,18.625,3.5797119140625,62.96119689941406,2.9643020629882812,0,0.011964903213083744
1,10,28.558806896209717,17.7375,39.2,14.429283142089844,61.553192138671875,5.912864685058594,0.11986062961075741,0.013735315762460232
2,1,41.45466995239258,20.7,18.0125,12.186622619628906,61.61632537841797,2.9643020629882812,0,0.011964903213083744
3,232,21.647582054138184,14.7875,42.1125,10.938453674316406,64.35279846191406,6.978757381439209,0.8832847473286402,0.15453433990478516
4,249,22.849363803863525,19.125,41.1375,12.851905822753906,61.11030578613281,7.190331935882568,0.8929532447502389,0.1048809215426445
5,1,21.725792169570923,19.4,25.4625,13.804435729980469,61.63902282714844,2.9643020629882812,0,0.011964903213083744
6,9,27.945244789123535,18.875,39.0,15.940666198730469,61.698341369628906,3.5638654232025146,1.0,0.8027721047401428
7,1,19.87537169456482,16.1625,25.0625,12.225723266601562,62.35923767089844,2.9643020629882812,0,0.011964903213083744
8,1,39.15708088874817,18.1375,25.625,12.224006652832031,61.582374572753906,2.9643020629882812,0,0.011964903213083744
9,21,23.642266988754272,20.45,40.5,12.058067321777344,61.56272888183594,2.9104268550872803,0.38091370416670794,0.024865511804819107
10,1,34.99531435966492,17.775,31.0375,12.329292297363281,58.081626892089844,2.9643020629882812,0,0.011964903213083744
11,179,27.559986114501953,20.8375,41.35,12.132644653320312,61.632728576660156,11.243768692016602,0.853026996302389,0.05799798667430878
12,273,88.76571583747864,18.3625,24.3625,16.991043090820312,13.923454284667969,8.9274263381958,0.8929406799782165,0.5722103714942932
13,1,198.489511013031,20.6625,14.6625,13.255500793457031,57.903289794921875,2.9643020629882812,0,0.011964903213083744
14,17,51.81901025772095,17.6125,29.9,12.338447570800781,53.693199157714844,5.289055824279785,0.28008294138571455,0.019771341234445572
15,1,22.596961975097656,15.9125,26.9125,12.285995483398438,61.528778076171875,2.9643020629882812,0,0.011964903213083744
16,253,23.959106922149658,16.8125,42.65,12.442779541015625,63.99402618408203,8.637208938598633,0.9042789184188957,0.07326505333185196
17,303,185.90793323516846,20.4375,16.525,17.099571228027344,50.04901885986328,10.78035831451416,0.9196598596837661,0.1991172581911087
18,1,26.17424988746643,18.7375,30.075,13.942718505859375,61.49730682373047,2.9643020629882812,0,0.011964903213083744
19,10,19.93891215324402,14.7625,38.0625,12.297439575195312,62.577056884765625,3.316492795944214,1.0,0.86956387758255
20,1,23.66139316558838,18.4375,26.575,12.2589111328125,61.54136657714844,2.9643020629882812,0,0.011964903213083744
21,1,19.91652512550354,17.475,24.9125,12.226486206054688,62.13188171386719,2.9643020629882812,0,0.011964903213083744
22,11,26.703212022781372,20.35,37.5375,12.1551513671875,61.720848083496094,3.3172945976257324,1.0,0.8698995113372803
23,1,23.382648944854736,17.5875,25.2125,15.909957885742188,61.58180236816406,2.9643020629882812,0,0.011964903213083744
24,1,19.392566204071045,18.2625,25.6375,12.190055847167969,61.6058349609375,2.9643020629882812,0,0.011964903213083744
25,11,119.63812017440796,19.075,15.9875,12.214469909667969,61.437034606933594,3.4328856468200684,1.0,0.845051646232605
26,1,20.787191152572632,18.5125,26.4875,12.213516235351562,61.487770080566406,2.9643020629882812,0,0.011964903213083744
27,1,19.927119255065918,18.6625,25.6625,12.1978759765625,61.61632537841797,2.9643020629882812,0,0.011964903213083744
28,11,20.935703992843628,17.2,38.6125,16.046524047851562,61.7034912109375,8.433745384216309,0.1517249576563017,0.05846621096134186
29,1,21.72913908958435,21.3625,26.5375,12.240028381347656,61.55853271484375,2.9643020629882812,0,0.011964903213083744
30,1,20.344265937805176,17.6125,25.5,12.226676940917969,61.663818359375,2.9643020629882812,0,0.011964903213083744
31,1,23.771074056625366,19.975,24.6375,12.000846862792969,61.52458190917969,2.9643020629882812,0,0.011964903213083744
32,8,23.267102003097534,20.0875,38.025,12.293434143066406,61.734771728515625,6.198089122772217,0.08688218206838484,0.00984892062842846
33,1,24.959720849990845,20.7,25.0375,15.85235595703125,61.435699462890625,2.9643020629882812,0,0.011964903213083744
34,139,24.381062030792236,18.1,41.975,12.23907470703125,63.121604919433594,6.788194179534912,0.8023542001243588,0.03164952993392944
35,134,62.083428144454956,18.6125,27.7875,12.888336181640625,62.26062774658203,11.449527740478516,0.8174758265360762,0.1437680870294571
36,1,20.377501964569092,17.6125,24.4625,12.980842590332031,61.508750915527344,2.9643020629882812,0,0.011964903213083744
37,9,54.5410418510437,21.3,22.0875,12.1612548828125,61.38725280761719,3.215367555618286,1.0,0.7124151587486267
38,1,151.86704087257385,21.55,98.3,12.206077575683594,61.168479919433594,2.9643020629882812,0,0.011964903213083744
39,210,30.168159246444702,14.1125,42.3625,15.979576110839844,54.38880920410156,18.67078971862793,0.8669793324335324,0.14100153744220734
40,1,20.507190942764282,19.45,25.75,13.606452941894531,61.64093017578125,2.9643020629882812,0,0.011964903213083744
41,12,22.922380924224854,21.075,37.9875,12.366294860839844,61.72065734863281,7.4001383781433105,0.21004850229269248,0.019076643511652946
42,1,23.76654601097107,17.625,24.9375,12.345504760742188,61.63616180419922,2.9643020629882812,0,0.011964903213083744
43,114,22.1854031085968,18.2125,41.7,12.195014953613281,63.054847717285156,9.022806167602539,0.7510462309659914,0.01601206697523594
44,66,21.99781823158264,18.5625,40.5625,12.526893615722656,62.62054443359375,7.72861385345459,0.7254204378043243,0.006009369157254696
