Input Text Index,Input Tokens,Tempo di inferenza,Uso CPU prima,Uso CPU dopo,Uso memoria prima,Uso memoria dopo,Perplexity,Bleu,Hallucination
0,0,166.30031037330627,0.0,95.05,22.778482168088367,23.31990406954208,1.7379627227783203,0,0.03409962356090546
1,7,152.8947410583496,73.55,96.075,38.99718160515964,38.99718160515964,3.280909776687622,0.025590159040508702,0.04073718562722206
2,0,152.92168760299683,74.7,96.025,38.82157585033248,38.82157585033248,1.7379627227783203,0,0.03409962356090546
3,212,168.21187233924866,73.125,96.925,38.83267937570179,38.83588039202447,12.243613243103027,0.686589755597655,0.7975955009460449
4,233,169.3184974193573,88.775,96.95,38.85933783976412,38.85933783976412,9.31560230255127,0.7188122183671228,0.07189040631055832
5,0,157.19521284103394,88.15,96.125,38.86468953892861,38.86468953892861,1.7379627227783203,0,0.03409962356090546
6,6,157.3592550754547,74.0,96.175,38.867940571131335,38.867940571131335,2.3699440956115723,0.032610361933570184,0.029786650091409683
7,0,157.06196093559265,73.825,96.175,38.867440412330915,38.867440412330915,1.7379627227783203,0,0.03409962356090546
8,0,157.09953045845032,74.075,96.1,38.86689023765045,38.86689023765045,1.7379627227783203,0,0.03409962356090546
9,18,153.15652227401733,72.45,96.025,38.862738919606976,38.862738919606976,1.8752061128616333,0.18317070220681322,0.2665092349052429
10,0,157.31816363334656,74.525,96.075,41.057685815246344,38.86704028529058,1.7379627227783203,0,0.03409962356090546
11,169,161.758159160614,76.425,96.675,39.616028088918235,38.86644009473007,11.553295135498047,0.616614772552806,0.1008993461728096
12,244,166.4865219593048,87.45,96.8,38.86929099989246,38.86929099989246,14.637253761291504,0.7181931537578066,0.25383201241493225
13,0,153.13754057884216,89.175,95.925,38.88199503342311,38.88199503342311,1.7379627227783203,0,0.03409962356090546
14,14,153.45871233940125,73.725,96.075,38.884345779785086,38.884345779785086,2.6053733825683594,0.09447564055688018,0.07391965389251709
15,0,153.3388102054596,74.15,96.025,38.884545843305254,38.884545843305254,1.7379627227783203,0,0.03409962356090546
16,224,165.1287157535553,75.6,96.775,38.884045684504834,38.884045684504834,13.464375495910645,0.7108842679724328,0.15530917048454285
17,280,168.39539337158203,89.675,96.85,38.883245430424154,38.883245430424154,13.45926570892334,0.7644949240023905,0.2935505509376526
18,0,153.37532305717468,89.75,96.05,38.886946605547266,38.886946605547266,1.7379627227783203,0,0.03409962356090546
19,7,153.60074663162231,76.05,96.05,38.88699662142731,38.88699662142731,2.958305597305298,0.0416362048454059,0.42033013701438904
20,0,153.3823664188385,74.675,96.0,38.885196049745794,38.885196049745794,1.7379627227783203,0,0.03409962356090546
21,0,153.4050533771515,73.475,96.05,38.88864714546869,38.88864714546869,1.7379627227783203,0,0.03409962356090546
22,8,153.63534951210022,76.4,96.075,38.88754679610776,38.88754679610776,2.0282607078552246,0.7259795291154771,0.1890154927968979
23,0,153.5209710597992,76.025,95.975,38.88749678022772,38.88749678022772,1.7379627227783203,0,0.03409962356090546
24,0,153.39819192886353,74.25,96.05,38.886446446746845,38.886446446746845,1.7379627227783203,0,0.03409962356090546
25,8,153.63331532478333,74.65,96.05,39.75712288651647,39.75712288651647,2.0755667686462402,0.7259795291154771,0.08777394145727158
26,0,153.46888899803162,75.775,96.0,39.395408042053354,39.395408042053354,1.7379627227783203,0,0.03409962356090546
27,0,153.54848337173462,72.625,96.025,38.887846891388016,38.887846891388016,1.7379627227783203,0,0.03409962356090546
28,8,153.89818477630615,74.65,96.025,38.88769684374789,38.88769684374789,2.083427906036377,0.7259795291154771,0.11324864625930786
29,0,153.37884044647217,74.175,96.025,38.88654647850693,38.88654647850693,1.7379627227783203,0,0.03409962356090546
30,0,153.32831168174744,75.275,96.075,38.885746224426256,38.885746224426256,1.7379627227783203,0,0.03409962356090546
31,0,153.4402678012848,76.525,96.025,38.885446129146004,38.885446129146004,1.7379627227783203,0,0.03409962356090546
32,5,153.7490565776825,76.15,96.0,38.88714666906743,38.88714666906743,3.085228204727173,0.018368955342247133,0.020307142287492752
33,0,153.65315866470337,76.35,96.025,38.88749678022772,38.88749678022772,1.7379627227783203,0,0.03409962356090546
34,123,160.9989631175995,76.275,95.725,39.24621067188833,39.24621067188833,4.91727876663208,0.553110222718725,0.7295036315917969
35,116,159.31200242042542,82.425,96.6,38.885446129146004,38.885446129146004,9.364753723144531,0.5526784662238714,0.03490317612886429
36,0,153.54904413223267,83.625,96.025,38.888297034308394,38.888297034308394,1.7379627227783203,0,0.03409962356090546
37,6,153.66741824150085,76.35,96.05,38.88974749482961,38.88974749482961,2.02592396736145,0.6147881529512643,0.08691338449716568
38,0,153.33522868156433,72.675,96.075,40.70377344806976,38.88824701842835,1.7379627227783203,0,0.03409962356090546
39,190,163.3033196926117,74.15,96.75,38.88824701842835,38.88824701842835,14.194735527038574,0.662424965743263,0.34673112630844116
40,0,153.5140643119812,87.6,95.975,39.15333118265049,39.15333118265049,1.7379627227783203,0,0.03409962356090546
41,9,153.8637728691101,74.525,96.05,39.140377069719634,39.140377069719634,2.034072160720825,0.7598356856515925,0.1017104908823967
42,0,153.3856554031372,74.125,96.025,38.902251464840084,38.902251464840084,1.7379627227783203,0,0.03409962356090546
43,100,158.36303853988647,76.425,96.675,39.27556999347293,39.27556999347293,5.836121559143066,0.49292727986877677,0.29879942536354065
44,60,156.20022678375244,81.275,96.425,38.90280163952055,38.90280163952055,5.3637895584106445,0.40952490891946886,0.16870635747909546
45,61,156.61118483543396,82.325,96.325,38.9031017348008,38.9031017348008,8.816289901733398,0.4078756407617146,0.0746452808380127
46,138,160.73805022239685,81.3,96.625,38.90380195712139,38.90380195712139,7.629926681518555,0.9917005273099977,0.6237131953239441
47,69,157.08345365524292,85.175,96.35,38.89930052791761,38.89930052791761,5.663092613220215,0.41291077838264795,0.21202874183654785
48,148,161.18540263175964,82.375,96.675,38.90150122663945,38.90150122663945,11.505918502807617,0.5990958613003395,0.263622522354126
49,195,163.82653713226318,85.35,96.675,38.97902584070442,38.97902584070442,6.649520397186279,0.7010445937990027,0.5011534094810486
50,71,157.16630744934082,87.4,96.425,38.90130116311929,38.90130116311929,4.929433822631836,0.5474458280866806,0.6534847021102905
51,0,153.65227580070496,80.1,95.975,38.90270160776046,38.90270160776046,1.7379627227783203,0,0.03409962356090546
52,8,153.83291268348694,73.725,95.975,38.90165127427959,38.90165127427959,2.0474958419799805,0.7259795291154771,0.18617691099643707
53,0,153.56061244010925,76.075,95.975,39.26331610286266,39.26331610286266,1.7379627227783203,0,0.03409962356090546
54,210,164.68969440460205,74.675,96.725,38.903701925361304,38.903701925361304,10.536888122558594,0.6484992515100878,0.7997839450836182
55,29,154.68739485740662,87.45,96.15,39.02353997394173,39.02353997394173,5.753616809844971,0.19818188210256263,0.027021555230021477
56,102,158.65461945533752,79.675,96.625,38.90240151248021,38.90240151248021,5.319912910461426,0.9888250617632347,0.5069724321365356
57,189,163.71735954284668,81.8,96.675,38.9040520365216,38.9040520365216,8.353410720825195,0.8233700259802658,0.16211770474910736
58,25,154.80337810516357,86.45,96.025,39.134075068834356,39.134075068834356,7.9973931312561035,0.19789885101828142,0.02763897180557251
59,62,156.75380754470825,79.025,96.325,38.90290167128063,38.90290167128063,7.664000034332275,0.35935387124412616,0.01046106219291687
60,0,153.65320873260498,82.275,95.975,38.90220144896004,38.90220144896004,1.7379627227783203,0,0.03409962356090546
61,9,154.08448815345764,74.7,95.95,38.9031017348008,38.9031017348008,2.1896109580993652,0.7259795291154771,0.04458114132285118
62,0,153.7023205757141,75.75,95.925,38.903251782440925,38.903251782440925,1.7379627227783203,0,0.03409962356090546
63,196,164.22155690193176,74.15,96.65,38.90430211592181,38.90430211592181,10.429943084716797,0.6594829899898861,0.306114137172699
64,0,153.9982967376709,87.675,95.875,42.14658153963883,42.14658153963883,1.7379627227783203,0,0.03409962356090546
65,9,154.30418252944946,76.45,95.925,41.56029539378753,41.56029539378753,2.7255120277404785,0.07667958986319486,0.21436335146427155
66,0,153.82677006721497,75.025,95.925,41.56249609250937,41.56249609250937,1.7379627227783203,0,0.03409962356090546
67,190,164.03295636177063,76.125,96.65,41.56164582254866,41.56164582254866,13.016746520996094,0.6302092358428117,0.0483161024749279
68,96,158.8482859134674,88.925,96.525,41.56204594958899,41.56204594958899,5.634639739990234,0.4599029106298854,0.5157580375671387
69,47,155.96696090698242,83.275,96.3,41.564346680070926,41.564346680070926,4.400047302246094,0.44372085362592345,0.02917167916893959
70,71,157.30782842636108,80.75,96.4,41.570448617436035,41.570448617436035,8.10319709777832,0.946881266136322,0.06189561262726784
71,0,153.89480471611023,81.65,95.925,41.5721991732375,41.5721991732375,1.7379627227783203,0,0.03409962356090546
72,6,154.1324179172516,73.1,95.875,41.57399974491901,41.57399974491901,2.3300893306732178,0.032610361933570184,0.04000456631183624
73,0,153.9038004875183,75.625,95.95,41.57284937967805,41.57284937967805,1.7379627227783203,0,0.03409962356090546
74,26,155.0019073486328,72.8,96.1,41.57209914147742,41.57209914147742,6.166436672210693,0.20155437559331563,0.022526655346155167
75,0,154.1160180568695,78.1,95.875,41.57174903031712,41.57174903031712,1.7379627227783203,0,0.03409962356090546
76,8,154.1473364830017,74.875,95.975,41.572799363798005,41.572799363798005,2.634103775024414,0.05820493600328758,0.11554408073425293
77,0,153.9567518234253,75.5,95.875,41.57174903031712,41.57174903031712,1.7379627227783203,0,0.03409962356090546
78,113,159.86460423469543,76.05,96.55,41.5721991732375,41.5721991732375,10.808034896850586,0.5413101138252439,0.08632931113243103
79,70,157.42718720436096,83.7,96.375,41.57269933203792,41.57269933203792,11.25019359588623,0.4190883478981209,0.022478647530078888
80,0,154.22629308700562,80.275,95.725,41.574699967239596,41.574699967239596,1.7379627227783203,0,0.03409962356090546
81,9,154.57173919677734,75.85,95.8,41.57319949083834,41.57319949083834,2.5009055137634277,0.4428500142691474,0.04222638159990311
82,0,154.03319239616394,72.85,95.875,41.57289939555809,41.57289939555809,1.7379627227783203,0,0.03409962356090546
83,109,159.6714277267456,76.55,96.525,41.57299942731817,41.57299942731817,12.782820701599121,0.5152926847619301,0.018623286858201027
84,75,157.75924158096313,85.5,96.375,41.57399974491901,41.57399974491901,14.40461540222168,0.4030277327913301,0.0643269345164299
85,79,158.12342071533203,79.675,96.375,41.81297561975927,41.81297561975927,5.637578010559082,0.9867520418472371,0.6782101392745972
86,0,154.11318945884705,81.325,95.875,41.57054864919612,41.57054864919612,1.7379627227783203,0,0.03409962356090546
87,9,154.4769058227539,76.225,95.925,41.572549284397795,41.572549284397795,2.6648571491241455,0.07856164757236894,0.3758961260318756
88,0,154.20698142051697,75.25,95.85,41.573549601998636,41.573549601998636,1.7379627227783203,0,0.03409962356090546
89,264,168.385644197464,72.4,96.7,41.574649951359554,41.574649951359554,18.096668243408203,0.7199352420366929,0.16833022236824036
90,115,160.1398344039917,91.0,96.55,41.574049760799056,41.574049760799056,12.448118209838867,0.5954195967959907,0.012744072824716568
91,37,155.75278854370117,83.175,96.25,41.57760088828203,41.57760088828203,4.1599273681640625,0.9103429040065263,0.014086786657571793
92,86,158.38352704048157,78.725,96.475,41.57680063420136,41.57680063420136,9.036778450012207,0.4881712646514613,0.027276361361145973
93,0,154.27955627441406,83.35,95.875,41.57560025308035,41.57560025308035,1.7379627227783203,0,0.03409962356090546
94,6,154.54864120483398,73.25,95.825,41.57690066596144,41.57690066596144,2.2468066215515137,0.2891784933232572,0.045820362865924835
95,0,154.3468337059021,76.025,95.825,41.5774508406419,41.5774508406419,1.7379627227783203,0,0.03409962356090546
96,72,157.59441661834717,76.6,96.4,41.5774508406419,41.5774508406419,8.64162540435791,0.412486468020173,0.00832817517220974
97,95,158.95838975906372,80.725,96.5,41.57820107884253,41.57820107884253,8.337634086608887,0.48522637774176847,0.14793036878108978
98,140,161.57184195518494,84.475,96.525,41.57815106296249,41.57815106296249,10.74268627166748,0.5736811118939373,0.028400523588061333
99,245,167.82135677337646,86.375,96.65,41.57845115824274,41.57845115824274,12.824119567871094,0.7242431044568886,0.037539053708314896
