Input Text Index,Input Tokens,Tempo di inferenza,Uso CPU prima,Uso CPU dopo,Uso memoria prima,Uso memoria dopo,Perplexity,Bleu,Hallucination
34,113,2.0071070194244385,47.1,38.6,61.6,61.7,11.665051460266113,0.5165164622544491,0.1263686567544937
35,123,1.9892971515655518,37.0,41.7,62.1,62.1,10.574549674987793,0.5205605872198995,0.7919347882270813
36,0,1.854097843170166,40.7,38.6,61.7,61.8,2.007154941558838,0,0.6185795664787292
37,7,1.8650281429290771,49.4,40.5,61.4,61.3,1.6465060710906982,1.0,0.7124151587486267
38,0,1.846024751663208,42.9,39.5,61.9,61.8,2.007154941558838,0,0.6185795664787292
39,192,2.085644245147705,37.6,39.3,61.8,61.9,22.00461196899414,0.655289213141613,0.5171952843666077
40,0,1.8350090980529785,59.3,43.2,61.3,61.2,2.007154941558838,0,0.6185795664787292
41,10,1.8889501094818115,51.2,37.8,62.7,62.5,1.8361042737960815,1.0,0.7733805179595947
42,0,1.8465218544006348,50.0,40.5,61.7,61.7,2.007154941558838,0,0.6185795664787292
43,98,1.994920015335083,40.0,37.8,62.5,62.5,12.741317749023438,0.49016567385302234,0.030428320169448853
44,61,1.9711110591888428,56.1,39.3,61.2,61.2,4.623152256011963,0.35915979992187086,0.3328944742679596
45,64,1.9732029438018799,44.0,38.6,62.0,61.9,7.126430988311768,0.36328228787086525,0.14862535893917084
46,134,2.062100410461426,48.8,37.2,61.8,61.9,14.081258773803711,0.5649949846194962,0.9391264319419861
47,68,1.9864020347595215,39.8,38.6,61.4,61.7,6.792701721191406,0.424501960181438,0.15222357213497162
48,143,2.0598459243774414,52.4,54.7,62.5,62.7,17.618440628051758,0.5835008032909572,0.16355183720588684
49,179,2.155555009841919,57.0,37.5,62.6,61.9,10.646162986755371,0.6271100655837559,0.656151294708252
50,68,1.9667298793792725,58.0,36.6,63.0,62.9,7.515368938446045,0.3890111318679085,0.23799368739128113
51,0,1.8603880405426025,56.8,37.5,62.9,62.9,2.007154941558838,0,0.6185795664787292
52,9,1.9017040729522705,36.6,37.8,62.4,62.5,1.7418469190597534,1.0,0.8617246747016907
53,0,1.8483998775482178,40.5,39.0,62.5,62.6,2.007154941558838,0,0.6185795664787292
54,199,2.108567714691162,44.2,38.1,62.6,62.8,16.800460815429688,0.6507867623386968,0.8923764228820801
55,29,1.9596309661865234,56.0,37.8,61.9,62.0,5.176804065704346,0.25363836589948674,0.3088948726654053
56,101,2.0358829498291016,39.3,38.8,62.4,62.3,8.655257225036621,0.4985616492902615,0.6378241181373596
57,180,2.1469271183013916,50.0,37.9,63.1,62.9,16.520709991455078,0.6482524080866138,0.07892519235610962
58,26,1.8730690479278564,57.1,40.5,62.3,62.4,5.3127288818359375,0.21580141638436,0.14874128997325897
59,62,1.9543533325195312,38.8,42.7,62.3,62.3,7.538768768310547,0.3929146416245097,0.14084045588970184
60,0,1.8650457859039307,38.1,37.8,62.7,62.7,2.007154941558838,0,0.6185795664787292
61,10,1.8923680782318115,39.3,38.6,61.9,62.0,1.8290209770202637,1.0,0.7654539346694946
62,0,1.8611199855804443,57.3,40.0,62.9,63.0,2.007154941558838,0,0.6185795664787292
63,188,2.131845235824585,51.8,36.8,63.0,63.2,14.561029434204102,0.6346432568907847,0.07526193559169769
64,0,1.8519628047943115,55.8,40.4,62.3,62.3,2.007154941558838,0,0.6185795664787292
65,10,1.9078879356384277,50.6,38.9,62.4,62.3,1.8502013683319092,1.0,0.8098864555358887
66,0,1.8623549938201904,50.6,36.9,62.4,62.4,2.007154941558838,0,0.6185795664787292
67,183,2.0729660987854004,48.8,39.6,62.8,62.9,16.748916625976562,0.6701810899988623,0.17709816992282867
68,87,1.9984707832336426,38.9,37.9,61.9,62.0,8.912428855895996,0.4571895007126715,0.10710052400827408
69,50,1.9078888893127441,50.0,36.8,63.0,62.9,6.199740886688232,0.3228521703049455,0.04504747316241264
70,69,1.9757850170135498,36.0,37.6,61.9,61.9,12.4337739944458,0.35075247476580546,0.07234080135822296
71,0,1.8591160774230957,40.2,40.0,61.4,61.4,2.007154941558838,0,0.6185795664787292
72,7,1.9102239608764648,58.1,38.6,61.8,61.5,2.510538101196289,0.03326592855803764,0.024534735828638077
73,0,1.8456368446350098,59.8,37.2,62.9,62.7,2.007154941558838,0,0.6185795664787292
74,28,1.9509530067443848,51.7,37.5,62.7,62.6,4.643084526062012,0.22361764955160515,0.11755704879760742
75,0,1.9982569217681885,37.2,86.6,63.1,64.4,2.007154941558838,0,0.6185795664787292
76,9,2.2305779457092285,94.6,86.6,64.5,64.6,1.7322850227355957,1.0,0.8451639413833618
77,0,1.9650959968566895,86.9,86.0,64.5,64.5,2.007154941558838,0,0.6185795664787292
