Input Text Index,Input Tokens,Tempo di inferenza,Uso CPU prima,Uso CPU dopo,Uso memoria prima,Uso memoria dopo,Perplexity,Bleu,Hallucination
0,0,4504.561144113541,93.7,96.1,2.0999908447265625,17.56763458251953,3.456784725189209,0,0.6451175212860107
1,8,4460.783429861069,25.625,98.1,13.034248352050781,18.445205688476562,3.3041889667510986,0.03659077548575381,0.1331283152103424
2,0,4521.903090000153,95.7,96.2,16.490936279296875,18.732833862304688,2.4595437049865723,0,0.02364993654191494
3,183,4603.961044073105,25.275,95.3,16.57123565673828,19.666481018066406,12.946946144104004,0.6754481085860916,0.3169828951358795
