Input Text Index,Input Tokens,Tempo di inferenza,Uso CPU prima,Uso CPU dopo,Uso memoria prima,Uso memoria dopo,Perplexity,Bleu,Hallucination
0,0,28.161102056503296,2.4,0.0,10.4,10.6,2.0071520805358887,0,0.6185797452926636
1,8,27.715001344680786,0.0,0.0,16.5,16.4,1.673529028892517,1.0,0.7972978353500366
0,0,28.140129566192627,0.0,150.2,10.4,10.6,2.0071520805358887,0,0.6185797452926636
1,8,27.587951183319092,245.4,152.7,16.0,16.0,1.673529028892517,1.0,0.7972978353500366
0,0,27.829134702682495,30.2,159.70000000000002,10.4,10.6,2.0071520805358887,0,0.6185797452926636
1,8,27.550342321395874,248.70000000000002,162.70000000000002,16.5,16.5,1.673529028892517,1.0,0.7972978353500366
