Input Text Index,Tempo di inferenza,Uso CPU prima,Uso CPU dopo,Uso memoria prima,Uso memoria dopo,Score
570,2.4729061126708984,39.2,40.2,2898935808,3078619136,15.061229705810547
571,2.2996718883514404,34.8,47.6,3106848768,3023192064,17.68719482421875
572,2.5259969234466553,40.5,42.8,2954395648,2984296448,22.088071823120117
573,2.444326162338257,41.3,50.8,2965979136,3087532032,11.961549758911133
575,2.1756532192230225,35.5,41.9,3075244032,3085484032,2.3240346908569336
577,2.300670862197876,30.1,45.9,3135913984,3098722304,7.044869422912598
578,2.303692102432251,36.9,45.3,3080650752,3018113024,10.757862091064453
579,2.4104549884796143,41.9,45.2,2989359104,3101163520,11.833696365356445
580,2.4781854152679443,30.9,41.5,3073572864,3091906560,13.872715950012207
581,2.2336010932922363,32.5,46.7,3099131904,3115827200,5.390696048736572
583,2.202277898788452,29.4,39.7,3140812800,3107799040,1.8734220266342163
585,2.4601891040802,38.5,45.4,3139895296,3090186240,16.363832473754883
587,2.1975061893463135,28.1,45.8,3106619392,3051962368,1.7525837421417236
589,2.419374704360962,55.8,54.8,2806513664,3032023040,5.434788703918457
590,2.377760171890259,47.4,40.3,3097870336,3037609984,17.630680084228516
591,2.356170177459717,41.4,37.0,2984640512,3117334528,10.73626708984375
592,2.161930799484253,31.0,35.9,2965225472,3067133952,5.302736759185791
594,2.1006922721862793,31.6,37.3,3116089344,3068641280,1.8890897035598755
596,2.2575950622558594,26.4,35.1,3127132160,3072294912,10.196574211120605
597,2.2310400009155273,31.2,37.1,3091644416,3082600448,15.126311302185059
598,2.3081727027893066,27.0,35.3,3114024960,3098034176,16.345870971679688
599,2.401942014694214,25.0,37.8,3147186176,2980872192,15.247496604919434
600,2.405956983566284,25.3,36.8,3006152704,3083354112,63.607139587402344
601,2.230152130126953,33.3,39.2,3123281920,3100082176,7.8297529220581055
602,2.458925724029541,27.3,35.3,3035037696,3059482624,20.612638473510742
603,2.235224723815918,29.0,36.6,3063906304,3059875840,8.75558090209961
604,2.6968071460723877,27.7,35.2,3045441536,2965553152,51.31892395019531
605,2.36039400100708,33.9,39.1,2973368320,3073392640,13.116301536560059
606,2.2500998973846436,23.5,37.5,3020603392,3055271936,11.073969841003418
607,2.3073570728302,29.1,36.0,3053584384,3080192000,9.48550796508789
609,2.1421501636505127,20.9,38.9,3049324544,3072311296,1.9438260793685913
612,2.1733238697052,36.0,41.8,3094708224,3134291968,1.9630125761032104
614,2.292492151260376,28.0,37.3,3149611008,3107880960,9.25961685180664
615,2.1927738189697266,30.4,39.4,3061334016,3099656192,6.845730304718018
616,2.273761749267578,24.6,42.5,3068870656,3107078144,14.822965621948242
618,2.1455202102661133,33.5,36.9,2920792064,3028058112,3.0472519397735596
620,2.2887978553771973,30.5,36.5,3026681856,2988310528,8.211503028869629
621,2.4383020401000977,25.1,42.3,2941009920,2876866560,13.445051193237305
622,2.947402000427246,30.3,36.6,2854633472,3034349568,31.21173667907715
623,2.3466339111328125,24.9,37.1,3044442112,3044802560,14.90263557434082
625,2.102195978164673,28.5,36.6,3062857728,3135668224,1.6408592462539673
627,2.387535810470581,29.7,36.0,3182379008,3134717952,18.601829528808594
628,2.3676347732543945,25.8,35.6,3161604096,3130343424,18.281982421875
630,2.130603075027466,26.6,38.9,3151577088,3149135872,1.8758653402328491
632,2.149517059326172,28.3,40.0,3182559232,3163373568,3.925081729888916
634,2.104867935180664,25.5,40.8,3183558656,3202531328,2.7815637588500977
636,2.1221530437469482,29.2,40.0,3199385600,3200778240,7.283084392547607
637,2.2720389366149902,29.5,36.1,3171876864,3146448896,7.8736772537231445
638,2.4387381076812744,27.0,36.3,3168944128,3120807936,19.055803298950195
639,2.3167920112609863,23.0,36.6,3143942144,3064266752,19.077810287475586
640,2.3046679496765137,25.2,38.5,3086450688,3172433920,26.437990188598633
641,2.280013084411621,28.9,38.8,3198582784,3121053696,11.808810234069824
643,2.0920801162719727,29.3,39.7,3143467008,3116711936,1.970298409461975
645,2.2545437812805176,30.9,38.0,3168681984,3077292032,16.634258270263672
646,2.315548896789551,28.2,39.6,3123216384,3129360384,12.93335247039795
647,2.261685848236084,29.0,37.0,3114401792,3072688128,9.385628700256348
648,2.3983421325683594,27.9,35.1,3081682944,3109044224,13.198298454284668
649,2.2524449825286865,22.3,35.7,3118678016,3125952512,7.080189228057861
650,2.3192100524902344,31.8,36.4,3114893312,3152445440,20.924285888671875
652,2.1803579330444336,30.5,40.6,3154034688,3135995904,2.0535316467285156
654,2.3683788776397705,27.9,37.2,3171041280,3086254080,18.46536636352539
655,2.4044559001922607,27.4,37.7,3029581824,3059023872,16.64226722717285
656,2.4063191413879395,33.3,37.9,3120300032,2989244416,13.945131301879883
657,2.3819799423217773,30.2,38.2,2968961024,3096920064,13.219199180603027
658,2.544255018234253,27.3,40.2,2981281792,2949480448,40.419273376464844
659,2.298593044281006,23.4,39.4,2970796032,3092955136,12.463367462158203
661,2.125020742416382,29.8,48.9,3061039104,3141533696,1.5496585369110107
663,2.4999840259552,33.5,35.9,2891022336,3059744768,25.353755950927734
664,2.2038650512695312,30.0,39.2,3069837312,3057893376,3.4184811115264893
665,1.8387749195098877,30.2,41.1,2977103872,3015245824,5.731290340423584
666,2.2039151191711426,28.4,42.3,2947678208,3069411328,6.222370624542236
667,2.219438076019287,36.2,39.8,2862809088,3112058880,3.425389289855957
669,2.162093162536621,31.1,39.7,3052306432,3045851136,1.6165883541107178
671,3.0771539211273193,32.7,38.1,2954739712,2939387904,42.78669738769531
672,2.5590808391571045,20.5,34.7,2973351936,3035512832,22.738161087036133
673,2.5350539684295654,31.0,36.5,3045048320,3078144000,13.034799575805664
674,2.499091863632202,31.5,39.1,3075555328,3034710016,42.15953063964844
675,2.518563985824585,32.0,44.1,3046031360,3029565440,14.774518966674805
676,2.818506956100464,31.7,42.5,3061858304,2986115072,21.90840721130371
677,2.576073169708252,32.5,38.4,2873327616,3062562816,16.429954528808594
679,2.1867330074310303,25.0,43.3,3083845632,3084156928,1.9552360773086548
681,2.2117912769317627,30.4,38.3,3139485696,3050782720,7.666505813598633
682,2.346500873565674,28.1,45.8,3076440064,3071115264,9.0145845413208
683,2.2456531524658203,35.4,41.6,3076718592,3099148288,7.487163543701172
685,2.17183780670166,28.1,42.7,3020406784,3081109504,1.5574342012405396
687,2.2867281436920166,27.4,40.9,3123265536,3074293760,14.598662376403809
689,2.207051992416382,28.4,44.4,3009282048,3039789056,1.4971014261245728
691,2.2555160522460938,34.9,44.6,2906161152,3034415104,3.6679699420928955
692,2.121429920196533,32.8,38.6,3032268800,3018915840,3.692385196685791
693,2.1711409091949463,34.5,40.6,3010396160,3042525184,3.220780849456787
694,2.2085628509521484,30.4,43.7,3034808320,3046899712,3.353623867034912
695,2.128761053085327,40.2,44.2,2915778560,3015671808,3.5653741359710693
696,2.2439451217651367,31.1,39.5,2997698560,3015770112,5.264131546020508
697,2.2118980884552,31.8,41.3,3090071552,3083059200,6.321054458618164
698,2.2270491123199463,33.3,36.6,3028811776,3071115264,7.139157295227051
699,2.2730607986450195,33.4,39.9,2934456320,3083010048,9.483773231506348
700,2.178089141845703,32.6,38.2,3035398144,3038691328,5.2769551277160645
701,2.15558123588562,31.5,41.4,3082076160,3043311616,4.022914886474609
704,2.2854318618774414,37.0,39.5,2978168832,2979332096,1.9251083135604858
706,2.450939178466797,32.8,36.0,2916286464,3092955136,8.969161033630371
707,2.421855926513672,30.0,37.2,3044065280,3051700224,9.780837059020996
709,2.2932188510894775,36.1,37.3,2912632832,3082010624,1.4940907955169678
711,2.4485161304473877,35.1,36.7,2991554560,2944778240,12.093364715576172
712,2.3489179611206055,34.4,39.9,2912354304,2985230336,6.817448139190674
713,2.4255759716033936,29.6,38.9,2878947328,3039084544,8.058662414550781
714,2.2661471366882324,33.1,41.2,3080765440,3097083904,5.698930740356445
716,2.2754478454589844,32.3,39.5,2915909632,3043344384,1.5736746788024902
718,2.3115310668945312,44.8,39.6,2986213376,2982445056,10.158402442932129
719,2.4969236850738525,33.1,39.9,2961326080,3001073664,21.139869689941406
721,2.1957716941833496,34.4,47.0,3063300096,3037675520,1.511580467224121
723,2.4883840084075928,40.6,43.0,2898771968,2984181760,18.764326095581055
724,2.5219361782073975,28.5,40.2,2940207104,3036135424,17.2242374420166
725,2.265192985534668,22.0,37.1,3021127680,3075342336,10.477594375610352
726,2.4359848499298096,28.6,34.9,3017162752,3059761152,12.315211296081543
727,2.27175235748291,26.6,37.5,3040378880,3046506496,18.352739334106445
729,2.1831769943237305,28.5,38.6,3090366464,3042377728,1.515905737876892
731,2.718513250350952,31.2,39.9,3086155776,3042672640,23.073780059814453
734,2.144177198410034,24.1,38.1,3073556480,3048620032,2.165569305419922
736,2.337722063064575,27.2,34.6,3094888448,3061596160,9.918981552124023
737,2.3199520111083984,33.9,37.8,3020816384,3052830720,6.549681663513184
739,2.1185190677642822,25.3,38.4,3101458432,3099131904,1.6659233570098877
741,2.3582561016082764,30.6,37.9,3120594944,3070148608,13.520586967468262
742,2.4348549842834473,25.3,36.8,2934816768,2939650048,22.84107780456543
743,2.2066009044647217,27.5,43.7,2946809856,3066970112,6.123105525970459
744,2.1760730743408203,27.0,38.1,3090333696,3083141120,8.94691276550293
745,2.2644689083099365,38.4,42.6,3102638080,2923708416,7.813089370727539
746,2.2740869522094727,33.2,41.0,2861088768,3013754880,7.669341087341309
747,2.24155592918396,32.5,42.7,3054813184,3072196608,9.342272758483887
748,2.1989357471466064,30.9,37.3,3100360704,3069411328,5.109168529510498
750,2.1548097133636475,33.5,39.5,2975989760,3079192576,1.6687779426574707
752,2.209360122680664,29.5,38.3,3094544384,3005825024,8.038774490356445
753,2.1737349033355713,30.5,42.1,2989047808,3065053184,3.686826467514038
754,2.2079150676727295,32.5,38.5,3071836160,3081437184,7.050848007202148
755,2.2875049114227295,27.3,37.6,3025141760,3056648192,12.265438079833984
756,2.209949016571045,27.5,36.3,3051274240,3044081664,13.495485305786133
757,2.273488998413086,32.3,38.1,3067019264,3055616000,7.405272483825684
758,2.2660911083221436,28.6,34.8,3059449856,3053223936,73.54537963867188
759,2.2190299034118652,30.7,36.4,2987376640,3052224512,10.682695388793945
760,2.215312957763672,29.5,42.0,3017392128,2956640256,4.4127373695373535
762,2.235917091369629,30.1,47.2,2867478528,3103490048,1.7885009050369263
764,2.484326124191284,31.5,37.3,2931146752,3024961536,13.644256591796875
765,2.4525859355926514,28.7,39.1,3050029056,3095691264,11.35842514038086
766,2.429183006286621,29.8,38.8,2942910464,3026747392,8.700881004333496
768,2.2806789875030518,30.5,39.1,3068100608,3065856000,1.5559858083724976
770,2.422639846801758,34.2,35.1,2984214528,2981888000,7.803073883056641
771,2.2422549724578857,33.8,38.9,2941943808,3093807104,3.443833589553833
773,2.2541539669036865,33.5,36.2,2851782656,3102638080,1.515905737876892
775,2.4589619636535645,30.9,38.7,3093168128,2970648576,14.865952491760254
776,2.4932587146759033,29.8,34.3,2841870336,3046522880,18.262765884399414
777,2.440600633621216,31.7,38.0,3054632960,3020980224,16.376039505004883
778,2.8216843605041504,26.7,37.5,3035168768,2921971712,29.052419662475586
779,2.166651725769043,21.4,36.6,2927738880,3057958912,3.9990882873535156
781,2.1236631870269775,28.0,42.0,3042820096,3079421952,1.5648168325424194
783,2.2015380859375,35.2,39.0,3086254080,3072835584,4.875886917114258
784,2.357200860977173,27.9,39.4,3062185984,3030286336,13.63112735748291
785,2.3178000450134277,28.8,36.8,3026649088,2966142976,12.472734451293945
786,2.3987162113189697,28.6,39.7,3005906944,2954903552,15.39603328704834
789,2.2199149131774902,32.1,36.5,2999549952,3083485184,1.6360198259353638
791,2.513288974761963,27.5,38.1,3070361600,2870706176,12.351181983947754
792,2.3606960773468018,26.4,35.9,2833416192,3029811200,7.92160177230835
793,2.4031238555908203,27.5,39.6,3063316480,2954706944,8.252727508544922
795,2.18400502204895,32.9,45.6,2864054272,3080159232,1.4526944160461426
797,2.625504970550537,40.6,34.2,2841509888,3009019904,17.548999786376953
798,2.560652017593384,26.1,38.7,3043704832,3038920704,9.794679641723633
799,2.351357936859131,23.6,42.6,3059089408,3053551616,13.645974159240723
800,2.3291420936584473,33.0,38.5,3070820352,3053174784,11.553322792053223
801,2.7900679111480713,24.7,35.6,3027337216,3027812352,12.308175086975098
802,2.587033987045288,20.6,36.1,3028090880,2943516672,11.771134376525879
804,2.1367669105529785,25.9,36.9,2932080640,2985885696,1.6805766820907593
806,2.479027032852173,32.8,39.3,3000336384,2975219712,9.098719596862793
807,2.880509853363037,25.8,39.3,2998059008,2970976256,24.920425415039062
808,2.5101699829101562,24.7,42.5,2776023040,3009413120,20.089813232421875
809,1.6729578971862793,27.6,35.3,3070377984,3005087744,14.2271089553833
810,2.583158016204834,29.6,44.0,3072180224,3026419712,10.632974624633789
811,2.556216239929199,33.6,33.9,3068297216,2998108160,15.191082954406738
812,2.4051289558410645,24.4,38.8,2995830784,3085221888,17.085927963256836
813,1.1806800365447998,26.6,41.0,3026157568,3035987968,21.710494995117188
814,2.776681900024414,28.0,42.3,3023142912,2954887168,12.801458358764648
815,2.6498401165008545,22.5,34.9,2929426432,3049897984,17.805078506469727
816,2.502315044403076,27.5,36.3,3008987136,2921496576,13.709329605102539
817,0.9626040458679199,31.9,37.7,2849603584,3008331776,25.157583236694336
819,2.3567910194396973,29.6,45.3,3046031360,3024715776,1.6726125478744507
822,2.1516380310058594,33.2,36.4,2862923776,3085271040,2.1178441047668457
824,2.551935911178589,30.5,40.3,3021455360,2959998976,16.968103408813477
826,2.157209873199463,27.0,38.3,3028123648,3070427136,1.887962818145752
828,2.349332094192505,31.9,38.8,2936733696,3053633536,12.208077430725098
830,2.7728641033172607,40.7,37.8,2878095360,3059908608,1.6692792177200317
832,2.7327449321746826,25.9,36.1,3016704000,3053666304,21.571186065673828
833,2.315626859664917,15.7,35.5,3071328256,3088433152,12.083514213562012
834,2.2206408977508545,28.0,35.1,3037511680,3086794752,10.816033363342285
835,2.4757378101348877,19.7,35.3,3029958656,3043852288,14.295724868774414
837,2.086721181869507,20.1,33.9,3001073664,3003367424,1.4821255207061768
839,2.5188448429107666,25.8,35.3,3112386560,2971746304,7.904329776763916
840,2.160752296447754,19.6,36.0,2922594304,3057598464,1.5579285621643066
841,2.035651206970215,25.7,34.6,3075915776,3089711104,3.2467522621154785
842,2.037248134613037,25.8,37.1,3117694976,3052650496,1.674083948135376
843,2.095093011856079,26.9,38.2,3069280256,3036659712,2.1575543880462646
844,2.276546001434326,31.9,36.6,2901393408,3104161792,2.9134361743927
845,0.49127817153930664,22.1,23.0,3115171840,3124166656,17.949993133544922
846,2.4299089908599854,19.8,36.5,3134898176,3167567872,3.194796323776245
847,2.094951868057251,26.5,36.0,3151953920,3089154048,3.498706102371216
848,2.1169962882995605,28.9,35.4,3133358080,3132407808,3.873480796813965
849,2.197643995285034,24.2,37.3,3112779776,3094544384,2.9236514568328857
850,0.25006914138793945,24.1,23.6,3087663104,3108454400,34.47739028930664
851,0.30627989768981934,13.1,35.1,3075588096,3138093056,35.412841796875
852,2.0864741802215576,16.8,33.8,3102408704,3092545536,1.7100470066070557
853,2.162691116333008,26.4,44.4,3115237376,3132243968,2.2855217456817627
854,0.539686918258667,23.2,24.3,3115728896,3144155136,19.71749496459961
855,2.4240481853485107,21.7,36.5,3137503232,3125968896,2.4579968452453613
856,1.2629036903381348,24.0,23.5,3135422464,3071950848,5.559564113616943
857,2.3445630073547363,24.2,37.0,3089727488,3038756864,2.298316240310669
858,2.1191749572753906,21.6,35.0,3030958080,3143745536,3.246417999267578
859,0.3442811965942383,23.3,25.0,3169894400,3173498880,14.151175498962402
860,2.2332050800323486,12.3,29.7,3145564160,3139059712,3.2361462116241455
